"Date","Price","Open","High","Low","Vol.","Change %"
"04-09-2024","61.64","62.24","62.35","61.50","1.56M","-0.95%"
"03-09-2024","62.23","62.28","62.30","61.93","1.83M","0.11%"
"02-09-2024","62.16","62.78","62.78","61.96","2.11M","-1.08%"
"30-08-2024","62.84","62.95","63.05","62.31","2.56M","0.59%"
"29-08-2024","62.47","62.89","62.89","62.28","666.39K","0.10%"
"28-08-2024","62.41","62.95","62.95","62.22","1.01M","0.03%"
"27-08-2024","62.39","62.01","62.55","62.01","3.00M","-0.43%"
"26-08-2024","62.66","62.79","62.79","62.18","1.18M","0.92%"
"23-08-2024","62.09","62.27","62.27","61.84","1.03M","-0.37%"
"22-08-2024","62.32","62.25","62.42","62.06","1.63M","0.10%"
"21-08-2024","62.26","62.49","62.52","62.20","981.53K","-0.35%"
"20-08-2024","62.48","63.00","63.00","61.90","1.47M","0.53%"
"19-08-2024","62.15","61.82","62.21","61.66","2.32M","1.44%"
"16-08-2024","61.27","61.38","61.38","60.98","1.45M","-0.28%"
"14-08-2024","61.44","61.38","61.50","61.05","1.67M","0.33%"
"13-08-2024","61.24","61.47","61.48","61.03","3.50M","0.56%"
"12-08-2024","60.90","60.69","61.02","60.31","3.71M","0.98%"
"09-08-2024","60.31","60.59","60.59","59.92","2.18M","1.00%"
"08-08-2024","59.71","60.24","60.25","59.57","3.14M","-0.99%"
"07-08-2024","60.31","60.38","60.51","59.81","4.00M","-0.26%"
"06-08-2024","60.47","61.00","61.00","59.90","3.30M","-0.28%"
"05-08-2024","60.64","61.93","62.29","60.40","6.54M","-2.15%"
"02-08-2024","61.97","61.80","62.55","61.15","6.06M","0.94%"
"01-08-2024","61.39","61.79","62.05","60.62","4.20M","0.89%"
"31-07-2024","60.85","61.06","61.80","60.11","2.73M","1.62%"
"30-07-2024","59.88","61.51","61.69","59.77","12.09M","-2.12%"
"29-07-2024","61.18","62.89","62.89","60.39","5.17M","-0.37%"
"26-07-2024","61.41","61.98","62.99","60.84","2.18M","-0.92%"
"25-07-2024","61.98","61.50","62.69","60.10","3.02M","0.15%"
"24-07-2024","61.89","62.73","62.73","60.75","6.04M","-1.02%"
"23-07-2024","62.53","63.51","64.14","61.60","1.75M","-2.13%"
"22-07-2024","63.89","64.31","64.32","63.78","904.96K","-0.59%"
"19-07-2024","64.27","64.60","64.60","63.92","642.70K","-0.94%"
"18-07-2024","64.88","64.78","64.97","64.51","1.32M","0.92%"
"16-07-2024","64.29","63.83","64.34","63.83","619.31K","0.83%"
"15-07-2024","63.76","63.98","63.99","63.64","1.76M","-0.05%"
"12-07-2024","63.79","63.98","63.99","63.61","905.35K","0.49%"
"11-07-2024","63.48","63.60","63.74","63.37","1.01M","-0.20%"
"10-07-2024","63.61","63.68","63.80","63.22","977.10K","0.51%"
"09-07-2024","63.29","63.60","63.61","63.08","1.61M","-0.32%"
"08-07-2024","63.49","63.52","63.89","63.40","634.38K","0.11%"
"05-07-2024","63.42","63.49","63.49","63.19","386.09K","0.36%"
"04-07-2024","63.19","63.01","63.44","63.01","1.02M","0.41%"
"03-07-2024","62.93","62.99","63.00","62.54","910.88K","0.38%"
"02-07-2024","62.69","62.79","62.79","62.50","845.60K","0.18%"
"01-07-2024","62.58","62.87","64.80","62.26","1.06M","-0.51%"
"28-06-2024","62.90","62.19","63.09","62.12","963.64K","1.14%"
"27-06-2024","62.19","62.39","62.39","61.80","1.09M","-0.51%"
"26-06-2024","62.51","62.51","62.69","62.16","1.11M","-0.13%"
"25-06-2024","62.59","62.77","62.77","62.41","501.91K","0.03%"
"24-06-2024","62.57","62.21","63.15","62.21","659.33K","-1.39%"
"21-06-2024","63.45","63.15","63.59","63.15","567.20K","0.81%"
"20-06-2024","62.94","62.68","63.00","62.67","718.32K","0.43%"
"19-06-2024","62.67","62.50","62.99","60.50","1.43M","0.45%"
"18-06-2024","62.39","62.57","62.93","62.21","848.97K","-0.30%"
"14-06-2024","62.58","62.45","62.61","62.07","562.81K","0.19%"
"13-06-2024","62.46","62.78","62.78","62.23","428.33K","-0.08%"
"12-06-2024","62.51","62.78","62.78","62.30","501.22K","0.43%"
"11-06-2024","62.24","62.01","62.38","62.00","3.38M","0.24%"
"10-06-2024","62.09","63.62","63.62","61.82","1.45M","-1.60%"
"07-06-2024","63.10","63.74","64.00","62.89","1.13M","-0.32%"
"06-06-2024","63.30","63.99","63.99","63.11","963.39K","1.05%"
"05-06-2024","62.64","62.95","62.95","62.22","862.75K","0.24%"
"04-06-2024","62.49","60.80","63.28","60.80","1.16M","-0.29%"
"03-06-2024","62.67","63.71","63.71","62.23","1.57M","-0.81%"
"31-05-2024","63.18","62.66","63.40","62.57","947.72K","0.83%"
"30-05-2024","62.66","64.80","64.80","62.48","584.38K","-0.43%"
"29-05-2024","62.93","63.33","63.34","62.82","285.25K","0.11%"
"28-05-2024","62.86","62.94","63.17","62.75","472.01K","0.11%"
"27-05-2024","62.79","64.55","64.55","62.65","438.94K","0.22%"
"24-05-2024","62.65","63.77","64.40","62.56","2.91M","-1.85%"
"23-05-2024","63.83","64.61","64.61","63.26","714.04K","-1.30%"
"22-05-2024","64.67","64.89","64.89","64.12","390.93K","0.08%"
"21-05-2024","64.62","64.50","65.91","62.55","714.61K","1.22%"
"17-05-2024","63.84","63.95","63.99","63.66","914.26K","-0.20%"
"16-05-2024","63.97","63.61","64.12","63.61","276.42K","0.77%"
"15-05-2024","63.48","63.39","63.55","63.09","483.67K","0.86%"
"14-05-2024","62.94","63.39","63.39","62.74","608.26K","-0.11%"
"13-05-2024","63.01","63.89","63.89","62.84","1.08M","-1.13%"
"10-05-2024","63.73","63.91","63.91","62.62","1.52M","2.53%"
"09-05-2024","62.16","62.38","62.48","62.10","375.89K","-0.29%"
"08-05-2024","62.34","62.43","62.64","62.12","367.04K","-0.14%"
"07-05-2024","62.43","62.88","62.88","62.30","1.37M","-0.30%"
"06-05-2024","62.62","62.33","62.88","62.25","656.80K","0.47%"
"03-05-2024","62.33","62.70","62.84","62.03","1.13M","-0.56%"
"02-05-2024","62.68","62.87","63.38","62.51","789.14K","-0.29%"
"30-04-2024","62.86","64.13","64.13","62.62","710.45K","-0.43%"
"29-04-2024","63.13","63.30","63.30","62.85","316.22K","-0.24%"
"26-04-2024","63.28","63.18","63.31","62.77","639.56K","0.88%"
"25-04-2024","62.73","62.47","62.80","62.27","663.68K","0.42%"
"24-04-2024","62.47","62.89","62.94","62.05","1.18M","0.03%"
"23-04-2024","62.45","63.22","63.22","61.96","1.22M","-1.98%"
"22-04-2024","63.71","64.01","64.51","63.25","2.28M","-0.62%"
"19-04-2024","64.11","64.39","64.39","63.88","1.23M","0.38%"
"18-04-2024","63.87","63.99","63.99","63.61","1.12M","0.19%"
"16-04-2024","63.75","64.50","64.80","63.48","2.80M","1.00%"
"15-04-2024","63.12","63.81","65.40","62.88","1.21M","-1.08%"
"12-04-2024","63.81","62.51","64.10","62.51","2.10M","2.15%"
"10-04-2024","62.47","62.74","62.75","62.16","1.23M","-0.45%"
"09-04-2024","62.75","62.53","63.10","61.92","651.40K","1.16%"
"08-04-2024","62.03","62.45","62.47","61.70","1.36M","1.71%"
"05-04-2024","60.99","61.82","62.80","60.50","1.45M","0.07%"
"04-04-2024","60.95","61.27","61.55","60.78","1.23M","0.68%"
"03-04-2024","60.54","61.37","61.37","60.40","775.79K","0.53%"
"02-04-2024","60.22","60.29","60.29","59.91","2.76M","0.38%"
"01-04-2024","59.99","59.50","60.30","59.50","1.21M","2.88%"
