"Date","Price","Open","High","Low","Vol.","Change %"
"02-09-2024","60.80","60.91","60.91","60.42","1.02M","-0.47%"
"30-08-2024","61.09","61.95","61.95","60.51","378.62K","0.05%"
"29-08-2024","61.06","62.75","62.75","60.76","683.27K","0.26%"
"28-08-2024","60.90","61.61","61.61","60.75","927.90K","0.05%"
"27-08-2024","60.87","61.03","61.12","60.77","835.66K","-0.52%"
"26-08-2024","61.19","60.70","61.43","60.65","819.46K","0.92%"
"23-08-2024","60.63","60.70","60.70","60.40","319.71K","-0.28%"
"22-08-2024","60.80","60.82","60.98","60.56","447.94K","-0.03%"
"21-08-2024","60.82","61.00","61.28","60.70","654.84K","-0.30%"
"20-08-2024","61.00","61.45","61.45","60.42","385.36K","0.43%"
"19-08-2024","60.74","61.60","63.30","60.08","963.06K","1.55%"
"16-08-2024","59.81","59.84","60.05","59.51","1.11M","-0.50%"
"14-08-2024","60.11","59.75","60.30","59.62","599.33K","0.60%"
"13-08-2024","59.75","59.48","60.20","59.48","2.55M","0.62%"
"12-08-2024","59.38","58.97","59.70","58.82","865.50K","0.70%"
"09-08-2024","58.97","59.95","59.95","58.62","338.43K","0.68%"
"08-08-2024","58.57","58.90","58.90","58.50","764.04K","0.03%"
"07-08-2024","58.55","58.68","58.98","58.25","2.87M","-0.53%"
"06-08-2024","58.86","59.14","59.69","58.80","1.13M","-0.46%"
"05-08-2024","59.13","59.94","59.94","59.10","2.46M","-1.35%"
"02-08-2024","59.94","60.00","60.13","59.50","1.39M","0.98%"
"01-08-2024","59.36","59.01","59.80","59.01","581.79K","0.70%"
"31-07-2024","58.95","59.11","59.59","58.80","1.25M","0.75%"
"30-07-2024","58.51","58.83","59.30","58.30","642.53K","-0.54%"
"29-07-2024","58.83","58.61","59.78","58.61","2.18M","0.60%"
"26-07-2024","58.48","60.35","60.35","58.30","1.70M","-0.17%"
"25-07-2024","58.58","59.84","60.60","58.25","2.44M","-2.11%"
"24-07-2024","59.84","60.56","61.40","59.50","912.50K","-1.19%"
"23-07-2024","60.56","62.71","62.99","60.37","739.48K","-3.43%"
"22-07-2024","62.71","63.13","63.13","62.21","478.03K","-0.57%"
"19-07-2024","63.07","63.28","63.28","62.66","721.03K","-0.52%"
"18-07-2024","63.40","63.01","63.77","63.01","1.17M","0.91%"
"16-07-2024","62.83","62.50","62.89","62.50","608.22K","0.53%"
"15-07-2024","62.50","62.31","62.78","61.71","680.61K","0.30%"
"12-07-2024","62.31","62.42","62.77","62.15","374.02K","0.39%"
"11-07-2024","62.07","62.04","62.33","61.98","130.73K","0.05%"
"10-07-2024","62.04","61.81","62.07","61.66","287.91K","0.37%"
"09-07-2024","61.81","62.09","62.14","61.70","167.28K","-0.45%"
"08-07-2024","62.09","61.93","62.39","61.41","489.06K","0.26%"
"05-07-2024","61.93","61.52","61.99","61.52","256.70K","0.31%"
"04-07-2024","61.74","61.65","61.94","61.57","263.71K","0.39%"
"03-07-2024","61.50","61.09","61.90","61.03","276.71K","0.67%"
"02-07-2024","61.09","61.11","61.32","60.95","590.38K","0.02%"
"01-07-2024","61.08","62.89","62.89","60.61","1.52M","-0.07%"
"28-06-2024","61.12","60.76","61.44","60.76","323.87K","0.69%"
"27-06-2024","60.70","60.89","60.89","60.40","264.68K","-0.43%"
"26-06-2024","60.96","62.85","62.85","60.71","373.81K","-0.10%"
"25-06-2024","61.02","61.45","61.45","60.90","140.68K","0.05%"
"24-06-2024","60.99","60.51","61.70","60.51","541.00K","-1.57%"
"21-06-2024","61.96","61.76","62.09","61.74","844.72K","0.91%"
"20-06-2024","61.40","61.13","61.50","61.13","894.94K","0.44%"
"19-06-2024","61.13","62.55","62.55","60.82","1.79M","0.66%"
"18-06-2024","60.73","61.45","61.45","60.63","442.86K","-0.51%"
"14-06-2024","61.04","60.37","61.15","59.15","275.49K","0.10%"
"13-06-2024","60.98","60.94","61.50","60.53","141.95K","0.07%"
"12-06-2024","60.94","60.74","61.20","60.66","411.73K","0.31%"
"11-06-2024","60.75","60.59","61.12","60.58","292.61K","0.28%"
"10-06-2024","60.58","63.15","63.15","60.01","343.02K","-1.19%"
"07-06-2024","61.31","62.01","62.94","61.20","379.14K","-0.76%"
"06-06-2024","61.78","62.59","62.59","61.55","629.05K","0.93%"
"05-06-2024","61.21","61.58","61.58","61.00","187.34K","-0.16%"
"04-06-2024","61.31","61.18","62.45","60.82","753.36K","0.36%"
"03-06-2024","61.09","61.60","62.45","60.61","505.96K","-0.83%"
"31-05-2024","61.60","61.16","61.63","61.02","288.35K","0.72%"
"30-05-2024","61.16","61.39","61.47","61.01","264.51K","-0.39%"
"29-05-2024","61.40","61.32","61.89","61.28","278.98K","0.13%"
"28-05-2024","61.32","61.40","61.75","61.21","619.88K","-0.08%"
"27-05-2024","61.37","61.26","61.95","61.06","233.91K","0.21%"
"24-05-2024","61.24","61.49","61.70","60.81","1.16M","-1.18%"
"23-05-2024","61.97","62.34","62.34","61.73","320.07K","-1.71%"
"22-05-2024","63.05","63.05","63.64","62.75","216.92K","0.00%"
"21-05-2024","63.05","63.08","63.15","62.61","547.16K","1.14%"
"17-05-2024","62.34","62.64","62.64","62.10","314.54K","-0.45%"
"16-05-2024","62.62","62.47","62.89","62.40","384.54K","0.61%"
"15-05-2024","62.24","63.45","63.45","61.67","296.36K","1.01%"
"14-05-2024","61.62","61.46","61.68","61.35","203.14K","0.24%"
"13-05-2024","61.47","62.16","62.18","61.28","274.66K","-1.30%"
"10-05-2024","62.28","61.41","62.45","61.41","549.85K","2.40%"
"09-05-2024","60.82","60.80","61.08","60.66","170.58K","0.03%"
"08-05-2024","60.80","60.99","61.24","60.63","819.31K","-0.30%"
"07-05-2024","60.98","61.04","61.27","60.90","133.25K","-0.10%"
"06-05-2024","61.04","60.81","61.22","60.70","310.10K","0.46%"
"03-05-2024","60.76","61.30","62.20","60.50","379.43K","-0.88%"
"02-05-2024","61.30","61.25","61.49","61.13","270.72K","0.10%"
"30-04-2024","61.24","61.63","61.63","61.05","203.05K","-0.78%"
"29-04-2024","61.72","63.65","63.65","60.71","101.52K","-0.11%"
"26-04-2024","61.79","61.08","61.95","61.08","121.82K","1.16%"
"25-04-2024","61.08","61.11","61.51","60.90","171.97K","-0.07%"
"24-04-2024","61.12","61.03","61.45","60.86","244.17K","0.77%"
"23-04-2024","60.65","61.20","61.44","60.55","293.92K","-2.27%"
"22-04-2024","62.06","62.95","62.95","61.66","589.17K","-0.78%"
"19-04-2024","62.55","62.21","62.69","62.21","1.09M","0.63%"
"18-04-2024","62.16","62.16","62.34","61.92","273.51K","0.00%"
"16-04-2024","62.16","61.88","62.70","61.88","517.45K","0.96%"
"15-04-2024","61.57","61.59","62.50","61.41","652.96K","-0.87%"
