"Date","Price","Open","High","Low","Vol.","Change %"
"24-07-2024","83.720","83.690","83.739","83.675","","0.04%"
"23-07-2024","83.685","83.664","83.732","83.606","","0.03%"
"22-07-2024","83.660","83.741","83.741","83.638","","-0.08%"
"19-07-2024","83.729","83.668","83.741","83.596","","0.17%"
"18-07-2024","83.590","83.576","83.682","83.555","","0.00%"
"17-07-2024","83.590","83.532","83.593","83.494","","0.07%"
"16-07-2024","83.533","83.590","83.626","83.530","","-0.03%"
"15-07-2024","83.560","83.507","83.628","83.493","","0.05%"
"12-07-2024","83.518","83.508","83.564","83.476","","0.00%"
"11-07-2024","83.516","83.518","83.607","83.472","","0.00%"
"10-07-2024","83.520","83.492","83.545","83.465","","0.03%"
"09-07-2024","83.493","83.479","83.522","83.452","","-0.02%"
"08-07-2024","83.510","83.495","83.522","83.434","","0.00%"
"05-07-2024","83.510","83.503","83.532","83.458","","0.01%"
"04-07-2024","83.503","83.495","83.561","83.463","","-0.03%"
"03-07-2024","83.530","83.498","83.564","83.435","","0.02%"
"02-07-2024","83.510","83.440","83.568","83.422","","0.05%"
"01-07-2024","83.465","83.380","83.479","83.349","","0.13%"
"28-06-2024","83.360","83.458","83.492","83.329","","-0.10%"
"27-06-2024","83.446","83.579","83.596","83.408","","-0.15%"
"26-06-2024","83.570","83.452","83.633","83.413","","0.17%"
"25-06-2024","83.431","83.439","83.510","83.394","","-0.05%"
"24-06-2024","83.475","83.563","83.590","83.411","","-0.11%"
"21-06-2024","83.563","83.654","83.654","83.485","","-0.08%"
"20-06-2024","83.630","83.422","83.684","83.417","","0.19%"
"19-06-2024","83.470","83.394","83.491","83.340","","0.15%"
"18-06-2024","83.345","83.498","83.560","83.322","","-0.20%"
"17-06-2024","83.510","83.523","83.567","83.503","","-0.05%"
"14-06-2024","83.552","83.546","83.593","83.514","","0.00%"
"13-06-2024","83.550","83.507","83.575","83.487","","0.13%"
"12-06-2024","83.440","83.619","83.622","83.433","","-0.22%"
"11-06-2024","83.625","83.521","83.639","83.480","","0.13%"
"10-06-2024","83.515","83.530","83.552","83.468","","-0.01%"
"07-06-2024","83.526","83.472","83.529","83.365","","0.06%"
"06-06-2024","83.475","83.390","83.527","83.358","","0.12%"
"05-06-2024","83.379","83.539","83.584","83.277","","-0.21%"
"04-06-2024","83.552","83.121","83.677","83.085","","0.53%"
"03-06-2024","83.111","83.124","83.188","82.953","","-0.41%"
"31-05-2024","83.451","83.321","83.501","83.235","","0.18%"
"30-05-2024","83.305","83.363","83.443","83.246","","-0.07%"
"29-05-2024","83.365","83.197","83.411","83.172","","0.22%"
"28-05-2024","83.180","83.137","83.209","83.102","","0.06%"
"27-05-2024","83.130","83.070","83.147","83.034","","0.08%"
"24-05-2024","83.065","83.285","83.300","83.018","","-0.22%"
"23-05-2024","83.250","83.286","83.322","83.190","","0.02%"
"22-05-2024","83.235","83.324","83.328","83.210","","-0.04%"
"21-05-2024","83.265","83.297","83.373","83.226","","-0.05%"
"20-05-2024","83.305","83.302","83.328","83.224","","0.00%"
"17-05-2024","83.308","83.512","83.520","83.273","","-0.19%"
"16-05-2024","83.465","83.420","83.524","83.404","","0.05%"
"15-05-2024","83.420","83.503","83.529","83.409","","-0.09%"
"14-05-2024","83.491","83.529","83.551","83.472","","0.03%"
"13-05-2024","83.470","83.526","83.566","83.465","","-0.09%"
"10-05-2024","83.546","83.453","83.560","83.446","","0.12%"
"09-05-2024","83.450","83.476","83.527","83.432","","-0.03%"
"08-05-2024","83.471","83.466","83.535","83.449","","0.00%"
"07-05-2024","83.467","83.473","83.529","83.432","","-0.03%"
"06-05-2024","83.495","83.391","83.545","83.390","","0.14%"
"03-05-2024","83.381","83.420","83.482","83.308","","-0.10%"
"02-05-2024","83.463","83.431","83.503","83.401","","-0.01%"
"01-05-2024","83.468","83.474","83.532","83.446","","0.01%"
"30-04-2024","83.460","83.459","83.538","83.397","","0.04%"
"29-04-2024","83.425","83.385","83.514","83.352","","0.02%"
"26-04-2024","83.405","83.268","83.422","83.267","","0.11%"
"25-04-2024","83.315","83.338","83.402","83.255","","-0.01%"
"24-04-2024","83.325","83.280","83.362","83.258","","0.03%"
"23-04-2024","83.297","83.384","83.407","83.260","","-0.09%"
"22-04-2024","83.370","83.423","83.458","83.306","","-0.02%"
"19-04-2024","83.386","83.548","83.721","83.362","","-0.18%"
"18-04-2024","83.540","83.590","83.606","83.487","","-0.14%"
"17-04-2024","83.661","83.673","83.748","83.589","","0.00%"
"16-04-2024","83.665","83.534","83.700","83.469","","0.18%"
"15-04-2024","83.512","83.481","83.544","83.413","","-0.06%"
"12-04-2024","83.565","83.369","83.622","83.316","","0.28%"
"11-04-2024","83.334","83.413","83.438","83.295","","-0.07%"
"10-04-2024","83.396","83.227","83.426","83.147","","0.24%"
"09-04-2024","83.193","83.271","83.292","83.166","","-0.11%"
"08-04-2024","83.285","83.345","83.352","83.225","","-0.04%"
"05-04-2024","83.321","83.417","83.471","83.241","","-0.05%"
"04-04-2024","83.365","83.478","83.513","83.350","","-0.17%"
"03-04-2024","83.511","83.375","83.585","83.330","","0.19%"
"02-04-2024","83.350","83.374","83.448","83.331","","-0.05%"
"01-04-2024","83.388","83.343","83.408","83.310","","0.03%"
