"Date","Price","Open","High","Low","Vol.","Change %"
"16-01-2025","86.580","86.438","86.648","86.382","","0.22%"
"15-01-2025","86.390","86.532","86.599","86.298","","-0.16%"
"14-01-2025","86.530","86.651","86.723","86.470","","-0.14%"
"13-01-2025","86.651","86.178","86.729","86.094","","0.53%"
"10-01-2025","86.195","85.922","86.195","85.855","","0.34%"
"09-01-2025","85.900","85.922","85.947","85.830","","-0.03%"
"08-01-2025","85.922","85.775","85.943","85.770","","0.13%"
"07-01-2025","85.808","85.705","85.813","85.649","","0.11%"
"06-01-2025","85.710","85.816","85.855","85.601","","-0.07%"
"03-01-2025","85.766","85.836","85.836","85.705","","0.00%"
"02-01-2025","85.770","85.652","85.798","85.628","","0.14%"
"01-01-2025","85.650","85.625","85.716","85.625","","0.08%"
"31-12-2024","85.582","85.539","85.687","85.516","","0.09%"
"30-12-2024","85.502","85.437","85.606","85.426","","0.13%"
"27-12-2024","85.393","85.253","85.823","85.229","","0.16%"
"26-12-2024","85.259","85.201","85.319","85.195","","0.07%"
"25-12-2024","85.203","85.181","85.210","85.156","","0.03%"
"24-12-2024","85.181","85.100","85.218","85.075","","0.10%"
"23-12-2024","85.100","84.960","85.141","84.925","","0.17%"
"20-12-2024","84.952","85.113","85.113","84.941","","-0.19%"
"19-12-2024","85.116","85.035","85.149","84.992","","0.26%"
"18-12-2024","84.895","84.907","84.975","84.840","","-0.01%"
"17-12-2024","84.907","84.882","84.955","84.877","","-0.01%"
"16-12-2024","84.917","84.846","84.931","84.794","","0.13%"
"13-12-2024","84.810","84.828","84.897","84.766","","-0.02%"
"12-12-2024","84.830","84.847","84.903","84.823","","0.01%"
"11-12-2024","84.822","84.891","84.919","84.800","","-0.07%"
"10-12-2024","84.885","84.848","84.915","84.775","","0.03%"
"09-12-2024","84.857","84.704","84.915","84.675","","0.22%"
"06-12-2024","84.673","84.685","84.718","84.529","","-0.05%"
"05-12-2024","84.712","84.713","84.758","84.673","","-0.01%"
"04-12-2024","84.721","84.690","84.777","84.644","","0.05%"
"03-12-2024","84.681","84.726","84.801","84.630","","-0.08%"
"02-12-2024","84.750","84.572","84.761","84.560","","0.22%"
"29-11-2024","84.564","84.476","84.640","84.459","","0.11%"
"28-11-2024","84.473","84.441","84.524","84.432","","0.06%"
"27-11-2024","84.420","84.318","84.479","84.315","","0.11%"
"26-11-2024","84.324","84.271","84.366","84.225","","0.06%"
"25-11-2024","84.270","84.408","84.439","84.238","","-0.19%"
"22-11-2024","84.431","84.500","84.524","84.402","","-0.08%"
"21-11-2024","84.500","84.367","84.522","84.360","","0.16%"
"20-11-2024","84.365","84.411","84.419","84.340","","-0.04%"
"19-11-2024","84.400","84.402","84.440","84.371","","0.00%"
"18-11-2024","84.403","84.444","84.461","84.371","","-0.03%"
"15-11-2024","84.429","84.473","84.483","84.411","","-0.04%"
"14-11-2024","84.466","84.422","84.489","84.384","","0.05%"
"13-11-2024","84.421","84.380","84.432","84.360","","0.04%"
"12-11-2024","84.390","84.381","84.428","84.364","","-0.02%"
"11-11-2024","84.407","84.375","84.429","84.358","","0.01%"
"08-11-2024","84.400","84.312","84.402","84.302","","0.12%"
"07-11-2024","84.298","84.311","84.395","84.260","","-0.03%"
"06-11-2024","84.320","84.114","84.355","84.114","","0.24%"
"05-11-2024","84.114","84.151","84.181","84.088","","-0.03%"
"04-11-2024","84.140","84.057","84.149","84.051","","0.07%"
"01-11-2024","84.085","84.078","84.111","84.039","","0.00%"
"31-10-2024","84.089","84.094","84.142","84.060","","0.00%"
"30-10-2024","84.090","84.063","84.110","84.056","","0.03%"
"29-10-2024","84.065","84.092","84.102","84.043","","-0.01%"
"28-10-2024","84.070","84.087","84.100","84.054","","-0.04%"
"25-10-2024","84.100","84.089","84.110","84.056","","0.04%"
"24-10-2024","84.065","84.093","84.100","84.050","","-0.02%"
"23-10-2024","84.084","84.108","84.115","84.056","","0.00%"
"22-10-2024","84.080","84.075","84.105","84.054","","0.00%"
"21-10-2024","84.080","84.080","84.095","84.037","","0.01%"
"18-10-2024","84.070","84.045","84.092","84.028","","0.01%"
"17-10-2024","84.063","84.043","84.083","83.995","","0.03%"
"16-10-2024","84.040","84.052","84.102","83.975","","-0.01%"
"15-10-2024","84.050","84.065","84.087","84.015","","-0.03%"
"14-10-2024","84.072","84.070","84.105","84.022","","-0.04%"
"11-10-2024","84.106","83.965","84.121","83.942","","0.19%"
"10-10-2024","83.950","83.939","83.992","83.931","","-0.01%"
"09-10-2024","83.960","83.938","83.980","83.893","","-0.02%"
"08-10-2024","83.973","83.970","83.997","83.915","","-0.02%"
"07-10-2024","83.990","84.007","84.018","83.945","","-0.05%"
"04-10-2024","84.028","83.977","84.051","83.938","","0.03%"
"03-10-2024","84.000","83.927","84.036","83.895","","0.08%"
"02-10-2024","83.930","83.908","84.013","83.849","","0.02%"
"01-10-2024","83.910","83.851","83.952","83.786","","0.15%"
"30-09-2024","83.783","83.696","83.836","83.670","","0.08%"
"27-09-2024","83.720","83.622","83.725","83.598","","0.11%"
"26-09-2024","83.629","83.640","83.730","83.594","","0.02%"
"25-09-2024","83.610","83.605","83.653","83.506","","0.00%"
"24-09-2024","83.610","83.572","83.688","83.518","","0.08%"
