"Date","Price","Open","High","Low","Vol.","Change %"
"06-11-2025","103.35","102.89","103.64","102.58","7.46M","0.45%"
"04-11-2025","102.89","102.12","103.28","102.12","4.91M","-0.28%"
"03-11-2025","103.18","103.83","104.03","103.00","5.80M","-0.15%"
"31-10-2025","103.34","102.36","104.15","102.36","4.56M","0.56%"
"30-10-2025","102.76","102.35","103.21","100.21","6.94M","-0.32%"
"29-10-2025","103.09","100.90","103.46","100.90","6.46M","2.95%"
"28-10-2025","100.14","103.11","103.11","99.61","11.36M","-3.10%"
"27-10-2025","103.34","103.60","104.91","103.20","6.18M","-0.37%"
"24-10-2025","103.72","102.85","105.80","102.85","9.09M","-0.99%"
"23-10-2025","104.76","106.53","106.53","95.53","15.50M","-4.04%"
"21-10-2025","109.17","110.93","114.00","108.23","4.10M","0.87%"
"20-10-2025","108.23","110.40","110.83","107.23","15.94M","-3.22%"
"17-10-2025","111.83","111.37","112.65","110.77","13.29M","2.77%"
"16-10-2025","108.82","109.90","109.90","108.05","15.30M","-0.07%"
"15-10-2025","108.90","109.30","109.99","108.41","12.98M","0.27%"
"14-10-2025","108.61","107.50","110.19","107.03","15.20M","2.36%"
"13-10-2025","106.11","106.40","106.44","104.63","10.93M","2.01%"
"10-10-2025","104.02","103.28","104.41","102.15","11.90M","-0.64%"
"09-10-2025","104.69","105.25","105.60","104.52","16.32M","-0.53%"
"08-10-2025","105.25","103.51","105.70","103.51","14.05M","2.08%"
"07-10-2025","103.11","102.31","104.30","102.31","11.39M","0.63%"
"06-10-2025","102.46","102.30","102.63","98.80","11.65M","2.58%"
"03-10-2025","99.88","99.30","101.93","99.30","15.08M","-1.43%"
"01-10-2025","101.33","100.38","102.37","100.00","9.35M","1.77%"
"30-09-2025","99.57","100.06","101.55","98.73","14.09M","-0.09%"
"29-09-2025","99.66","97.96","99.89","97.96","15.43M","2.34%"
"26-09-2025","97.38","97.65","97.65","96.48","6.97M","-0.22%"
"25-09-2025","97.59","100.25","102.50","96.61","7.63M","-0.22%"
"24-09-2025","97.81","98.04","98.81","95.90","7.56M","-0.56%"
"23-09-2025","98.36","97.24","98.59","96.56","11.25M","2.09%"
"22-09-2025","96.35","95.97","96.46","94.80","8.53M","2.18%"
"19-09-2025","94.29","94.93","94.93","94.12","2.89M","-0.22%"
"18-09-2025","94.50","96.77","96.77","93.70","4.97M","0.10%"
"17-09-2025","94.41","97.50","97.50","93.22","7.93M","-1.27%"
"16-09-2025","95.62","92.10","96.19","91.62","8.15M","1.76%"
"15-09-2025","93.97","96.64","96.64","93.89","5.87M","-0.34%"
"12-09-2025","94.29","94.61","95.11","93.63","5.19M","0.70%"
"11-09-2025","93.63","94.19","94.19","92.90","6.11M","-0.30%"
"10-09-2025","93.91","95.27","95.88","93.66","9.54M","-0.65%"
"09-09-2025","94.52","95.37","95.37","93.41","4.48M","1.58%"
"08-09-2025","93.05","93.45","93.80","92.10","6.18M","1.49%"
"05-09-2025","91.68","92.17","92.25","91.10","4.32M","0.70%"
"04-09-2025","91.04","93.23","93.23","90.30","3.25M","0.09%"
"03-09-2025","90.96","91.35","91.35","90.56","4.11M","1.53%"
"02-09-2025","89.59","91.97","91.97","89.22","2.81M","-0.16%"
"01-09-2025","89.73","89.18","90.19","88.67","3.99M","1.77%"
"29-08-2025","88.17","89.40","89.41","87.30","4.01M","1.09%"
"28-08-2025","87.22","88.52","88.52","84.85","2.13M","0.73%"
"26-08-2025","86.59","87.90","87.90","86.30","2.04M","0.37%"
"25-08-2025","86.27","87.51","87.51","83.24","1.68M","1.04%"
"22-08-2025","85.38","83.24","85.72","83.24","1.40M","0.00%"
"21-08-2025","85.38","86.45","86.45","84.77","1.72M","0.72%"
"20-08-2025","84.77","82.87","85.29","82.87","2.41M","-0.27%"
"19-08-2025","85.00","84.90","87.72","84.90","3.59M","-0.69%"
"18-08-2025","85.59","85.95","85.95","85.50","2.20M","-0.42%"
"14-08-2025","85.95","88.60","88.97","83.86","2.14M","-0.08%"
"13-08-2025","86.02","87.79","87.79","85.11","3.58M","0.43%"
"12-08-2025","85.65","88.07","88.07","84.69","3.01M","-0.33%"
"11-08-2025","85.93","85.01","88.55","85.01","2.43M","-1.45%"
"08-08-2025","87.19","84.63","88.97","84.63","2.71M","0.45%"
"07-08-2025","86.80","88.90","88.90","86.01","2.78M","0.57%"
"06-08-2025","86.31","87.63","87.63","86.06","3.54M","-0.08%"
"05-08-2025","86.38","87.81","87.81","86.11","2.44M","0.40%"
"04-08-2025","86.04","86.68","87.11","85.40","1.69M","1.74%"
"01-08-2025","84.57","85.08","85.08","82.73","2.62M","-0.34%"
"31-07-2025","84.86","85.13","85.24","84.30","2.13M","-0.67%"
"30-07-2025","85.43","86.67","86.67","82.44","3.00M","1.03%"
"29-07-2025","84.56","86.73","86.73","84.20","1.56M","-0.07%"
"28-07-2025","84.62","86.88","86.88","84.11","1.36M","-0.18%"
"25-07-2025","84.77","87.52","87.52","84.70","1.45M","-0.24%"
"24-07-2025","84.97","86.63","86.63","84.80","2.91M","-1.96%"
"23-07-2025","86.67","87.70","88.14","86.00","1.89M","1.29%"
"22-07-2025","85.57","85.78","85.78","82.69","1.81M","0.88%"
"21-07-2025","84.82","85.38","85.38","83.00","1.53M","0.39%"
"18-07-2025","84.49","85.88","85.88","82.08","1.26M","0.84%"
"17-07-2025","83.79","86.14","86.14","83.58","3.50M","-0.30%"
"16-07-2025","84.04","84.10","84.10","83.64","873.97K","-0.38%"
"15-07-2025","84.36","86.81","86.81","84.11","1.19M","-0.40%"
"14-07-2025","84.70","84.08","84.74","84.08","1.74M","1.23%"
"11-07-2025","83.67","84.20","84.20","83.56","2.71M","0.26%"
"10-07-2025","83.45","83.85","84.70","82.90","1.61M","0.98%"
"09-07-2025","82.64","81.26","85.43","81.26","1.12M","-0.85%"
"08-07-2025","83.35","84.09","84.47","83.23","1.44M","0.31%"
"07-07-2025","83.09","85.43","85.43","82.61","3.46M","-0.31%"
"04-07-2025","83.35","84.15","84.15","83.22","4.38M","-0.43%"
"03-07-2025","83.71","85.91","85.91","83.55","1.95M","-0.13%"
"02-07-2025","83.82","85.74","85.74","82.95","1.59M","0.20%"
"01-07-2025","83.65","83.02","83.97","83.02","1.31M","1.26%"
"30-06-2025","82.61","82.33","84.38","82.08","3.41M","0.34%"
"27-06-2025","82.33","83.34","83.34","81.73","3.19M","-1.79%"
"26-06-2025","83.83","85.87","85.87","83.65","1.57M","0.06%"
"25-06-2025","83.78","84.86","84.86","83.60","2.05M","0.20%"
"24-06-2025","83.61","86.30","86.30","83.45","5.37M","-2.16%"
"23-06-2025","85.46","87.07","87.07","85.00","2.36M","0.60%"
"20-06-2025","84.95","87.64","87.64","82.94","1.74M","-0.65%"
"19-06-2025","85.51","87.63","87.63","83.36","5.89M","0.01%"
"18-06-2025","85.50","84.50","85.93","84.50","1.80M","0.31%"
"17-06-2025","85.24","88.02","88.02","84.91","2.03M","-0.75%"
"16-06-2025","85.88","83.89","88.51","83.89","6.90M","-0.20%"
"13-06-2025","86.05","85.50","87.90","85.50","3.46M","2.34%"
"12-06-2025","84.08","81.36","84.56","81.36","2.17M","0.75%"
"11-06-2025","83.45","84.11","84.11","83.18","2.68M","0.19%"
"10-06-2025","83.29","83.58","83.58","82.02","1.67M","0.30%"
"09-06-2025","83.04","82.31","83.60","81.91","3.41M","-1.17%"
"06-06-2025","84.02","85.40","85.40","83.80","7.01M","-0.49%"
"05-06-2025","84.43","85.96","85.96","83.91","3.34M","0.67%"
"04-06-2025","83.87","85.80","85.80","81.61","3.34M","0.19%"
"03-06-2025","83.71","85.20","85.20","83.18","3.89M","0.70%"
"02-06-2025","83.13","83.17","83.35","82.22","1.69M","1.06%"
"30-05-2025","82.26","82.63","82.63","81.67","1.78M","0.72%"
"29-05-2025","81.67","82.48","82.48","81.50","1.28M","-1.15%"
"28-05-2025","82.62","82.81","82.81","81.12","1.19M","0.69%"
"27-05-2025","82.05","83.63","83.63","82.00","1.85M","-0.50%"
"26-05-2025","82.46","84.52","84.52","82.06","1.37M","0.49%"
"23-05-2025","82.06","82.36","82.50","81.10","1.61M","-0.36%"
"22-05-2025","82.36","82.30","83.25","82.27","999.38K","0.26%"
"21-05-2025","82.15","82.65","82.65","81.76","4.12M","1.75%"
"20-05-2025","80.74","78.76","80.90","78.59","2.93M","-0.35%"
"19-05-2025","81.02","80.78","81.30","80.25","1.82M","1.00%"
"16-05-2025","80.22","80.98","80.98","80.12","2.08M","0.61%"
"15-05-2025","79.73","78.75","80.22","78.75","6.06M","-1.80%"
"14-05-2025","81.19","84.07","84.07","80.81","3.37M","-0.53%"
"13-05-2025","81.62","83.35","83.35","80.41","2.80M","0.87%"
"12-05-2025","80.92","82.76","82.76","80.50","3.09M","-3.21%"
"09-05-2025","83.60","83.63","83.91","82.62","2.95M","-0.02%"
"08-05-2025","83.62","84.02","84.90","82.61","2.30M","-0.48%"
"07-05-2025","84.02","85.63","85.63","83.68","4.39M","-0.31%"
"06-05-2025","84.28","83.50","84.40","82.40","2.55M","2.36%"
"05-05-2025","82.34","81.91","82.38","80.62","3.33M","1.40%"
"02-05-2025","81.20","84.04","84.04","79.61","3.66M","-0.48%"
"30-04-2025","81.59","85.29","85.29","81.41","3.33M","-1.47%"
"29-04-2025","82.81","84.12","84.12","81.67","2.49M","1.40%"
"28-04-2025","81.67","85.04","85.04","80.10","1.24M","-1.16%"
"25-04-2025","82.63","84.00","84.00","82.40","1.87M","-0.58%"
"24-04-2025","83.11","83.45","83.45","82.64","5.22M","0.14%"
"23-04-2025","82.99","87.91","87.91","82.30","7.47M","-2.77%"
"22-04-2025","85.35","84.02","86.10","84.01","7.55M","2.04%"
"21-04-2025","83.64","84.50","84.50","82.55","4.34M","1.95%"
"17-04-2025","82.04","83.93","83.93","81.80","2.60M","0.37%"
"16-04-2025","81.74","82.45","82.45","80.80","1.81M","2.09%"
"15-04-2025","80.07","82.85","82.85","79.90","3.94M","-0.26%"
"11-04-2025","80.28","79.45","81.17","78.03","4.56M","4.00%"
"09-04-2025","77.19","78.00","78.00","75.73","1.02M","1.93%"
"08-04-2025","75.73","78.60","78.60","75.26","5.82M","-0.79%"
"07-04-2025","76.33","74.95","77.59","69.71","6.47M","-1.23%"
"04-04-2025","77.28","78.50","78.50","77.02","1.77M","-1.47%"
"03-04-2025","78.43","78.99","79.35","78.20","4.76M","-0.19%"
"02-04-2025","78.58","79.33","79.33","78.00","1.36M","-0.18%"
"01-04-2025","78.72","78.00","78.80","76.66","3.90M","2.85%"
"28-03-2025","76.54","78.45","78.45","76.29","2.75M","0.50%"
"27-03-2025","76.16","75.95","76.33","75.74","803.28K","0.73%"
"26-03-2025","75.61","75.90","75.90","75.35","1.11M","0.00%"
"25-03-2025","75.61","75.49","75.70","75.01","1.09M","0.28%"
"24-03-2025","75.40","76.80","76.80","75.30","3.53M","-1.26%"
"21-03-2025","76.36","77.25","77.33","76.03","2.39M","-0.64%"
"20-03-2025","76.85","76.90","77.10","76.66","1.37M","0.44%"
"19-03-2025","76.51","76.42","77.08","76.35","4.15M","0.12%"
"18-03-2025","76.42","76.20","76.90","76.20","1.58M","0.58%"
"17-03-2025","75.98","75.50","76.50","75.25","11.56M","1.16%"
"13-03-2025","75.11","74.49","75.24","74.49","7.32M","0.68%"
"12-03-2025","74.60","76.55","76.55","74.30","12.02M","0.38%"
"11-03-2025","74.32","73.06","74.54","73.06","762.05K","-0.30%"
"10-03-2025","74.54","74.30","74.85","73.31","2.57M","0.00%"
"07-03-2025","74.54","74.48","74.60","74.20","4.92M","0.46%"
"06-03-2025","74.20","76.85","76.85","73.96","1.98M","-0.54%"
"05-03-2025","74.60","75.27","75.27","74.10","11.49M","-0.20%"
"04-03-2025","74.75","75.85","75.85","73.80","1.09M","1.53%"
"03-03-2025","73.62","73.60","74.33","73.01","1.91M","0.10%"
"28-02-2025","73.55","76.05","76.05","72.90","4.24M","-0.39%"
"27-02-2025","73.84","74.60","74.96","73.70","2.47M","-1.64%"
"25-02-2025","75.07","75.65","75.65","74.72","2.78M","0.27%"
"24-02-2025","74.87","76.50","76.50","74.38","1.96M","0.71%"
"21-02-2025","74.34","74.95","74.95","73.95","1.40M","-0.55%"
"20-02-2025","74.75","75.25","75.90","74.48","3.60M","-0.20%"
"19-02-2025","74.90","75.73","75.73","74.35","2.68M","1.00%"
"18-02-2025","74.16","76.15","76.15","73.91","3.42M","0.34%"
"17-02-2025","73.91","74.90","76.60","73.45","2.95M","-0.65%"
"14-02-2025","74.39","74.98","74.99","74.18","7.16M","0.34%"
"13-02-2025","74.14","73.77","74.88","73.75","6.17M","0.50%"
