"Date","Price","Open","High","Low","Vol.","Change %"
"02-09-2024","60.25","60.48","60.48","59.96","11.03M","-0.68%"
"30-08-2024","60.66","60.65","60.72","60.34","6.13M","0.15%"
"29-08-2024","60.57","60.69","60.69","60.42","5.40M","0.03%"
"28-08-2024","60.55","60.78","60.78","60.40","6.94M","0.00%"
"27-08-2024","60.55","60.70","60.76","60.30","16.24M","-0.46%"
"26-08-2024","60.83","60.50","60.86","60.31","10.56M","0.96%"
"23-08-2024","60.25","60.30","60.30","59.91","8.99M","-0.33%"
"22-08-2024","60.45","60.50","60.50","60.21","6.32M","0.12%"
"21-08-2024","60.38","60.91","60.91","60.30","10.23M","-0.48%"
"20-08-2024","60.67","60.59","60.72","60.10","10.73M","0.55%"
"19-08-2024","60.34","60.00","60.40","59.91","12.57M","1.46%"
"16-08-2024","59.47","59.38","59.53","59.11","9.80M","-0.23%"
"14-08-2024","59.61","59.49","59.70","59.26","8.63M","0.35%"
"13-08-2024","59.40","59.30","59.69","59.08","10.87M","0.64%"
"12-08-2024","59.02","58.91","59.11","58.63","13.62M","0.61%"
"09-08-2024","58.66","58.50","59.41","58.32","9.69M","0.98%"
"08-08-2024","58.09","58.41","58.41","57.91","14.46M","-0.19%"
"07-08-2024","58.20","58.58","58.70","57.95","26.47M","-0.72%"
"06-08-2024","58.62","58.98","58.99","58.11","21.33M","-0.20%"
"05-08-2024","58.74","59.74","59.99","58.57","28.74M","-1.56%"
"02-08-2024","59.67","59.30","59.90","59.23","14.41M","0.98%"
"01-08-2024","59.09","58.82","59.26","58.81","15.32M","0.70%"
"31-07-2024","58.68","60.10","60.10","58.21","13.11M","0.57%"
"30-07-2024","58.35","59.49","59.49","57.85","23.19M","-0.73%"
"29-07-2024","58.78","60.50","61.35","58.65","37.55M","-2.02%"
"26-07-2024","59.99","60.85","60.85","59.07","14.64M","1.04%"
"25-07-2024","59.37","59.87","60.01","59.00","12.97M","-0.39%"
"24-07-2024","59.60","60.50","61.47","58.92","22.11M","-0.93%"
"23-07-2024","60.16","62.18","62.18","60.00","26.87M","-3.09%"
"22-07-2024","62.08","63.80","63.80","61.78","7.64M","-0.53%"
"19-07-2024","62.41","62.45","62.60","62.00","7.63M","-0.79%"
"18-07-2024","62.91","62.50","63.28","62.50","8.18M","0.75%"
"16-07-2024","62.44","62.30","62.49","62.01","6.02M","0.84%"
"15-07-2024","61.92","62.18","62.19","61.81","7.08M","0.05%"
"12-07-2024","61.89","62.00","62.19","61.85","4.96M","0.34%"
"11-07-2024","61.68","61.64","61.89","61.51","4.77M","0.23%"
"10-07-2024","61.54","61.68","61.68","61.32","4.48M","0.26%"
"09-07-2024","61.38","61.59","61.60","61.21","4.93M","-0.31%"
"08-07-2024","61.57","62.90","62.90","61.48","7.02M","0.15%"
"05-07-2024","61.48","61.59","61.59","61.11","7.78M","0.31%"
"04-07-2024","61.29","61.59","61.59","61.18","5.67M","0.36%"
"03-07-2024","61.07","60.99","61.21","60.71","5.30M","0.58%"
"02-07-2024","60.72","60.75","60.85","60.33","9.86M","0.28%"
"01-07-2024","60.55","61.80","61.80","60.41","6.31M","-0.13%"
"28-06-2024","60.63","60.52","60.84","60.35","4.17M","0.51%"
"27-06-2024","60.32","60.22","60.41","59.90","7.87M","-0.23%"
"26-06-2024","60.46","60.74","60.74","60.21","8.08M","-0.48%"
"25-06-2024","60.75","60.88","60.91","60.10","3.57M","0.21%"
"24-06-2024","60.62","61.00","61.00","60.52","8.71M","-1.48%"
"21-06-2024","61.53","60.80","61.62","60.80","4.98M","0.82%"
"20-06-2024","61.03","61.28","61.28","60.74","5.88M","0.53%"
"19-06-2024","60.71","60.79","60.83","60.36","4.44M","0.63%"
"18-06-2024","60.33","60.88","60.89","60.27","8.79M","-0.45%"
"14-06-2024","60.60","60.90","60.90","60.21","5.73M","0.02%"
"13-06-2024","60.59","61.80","61.80","60.45","4.84M","0.00%"
"12-06-2024","60.59","60.57","60.80","60.52","3.88M","0.28%"
"11-06-2024","60.42","60.48","60.50","60.01","4.14M","0.48%"
"10-06-2024","60.13","60.90","60.90","59.97","14.03M","-1.57%"
"07-06-2024","61.09","61.50","62.09","60.98","7.32M","-0.59%"
"06-06-2024","61.45","61.50","61.80","61.31","5.23M","1.27%"
"05-06-2024","60.68","60.56","61.70","60.56","5.90M","0.20%"
"04-06-2024","60.56","61.39","61.39","59.76","11.34M","-0.05%"
"03-06-2024","60.59","60.80","61.02","60.36","13.34M","-1.14%"
"31-05-2024","61.29","61.00","61.35","60.71","4.16M","0.91%"
"30-05-2024","60.74","61.29","61.29","60.67","4.00M","-0.75%"
"29-05-2024","61.20","61.50","61.60","61.11","5.47M","0.13%"
"28-05-2024","61.12","61.39","61.39","60.89","4.39M","0.20%"
"27-05-2024","61.00","61.19","61.19","60.74","4.76M","0.18%"
"24-05-2024","60.89","61.00","61.09","60.70","9.67M","-1.18%"
"23-05-2024","61.62","61.99","61.99","61.32","9.07M","-1.69%"
"22-05-2024","62.68","62.90","62.90","62.51","4.50M","0.08%"
"21-05-2024","62.63","64.80","64.80","62.48","6.55M","1.08%"
"17-05-2024","61.96","62.70","62.70","61.71","4.61M","-0.06%"
"16-05-2024","62.00","62.03","62.30","61.92","3.47M","0.47%"
"15-05-2024","61.71","61.65","61.79","61.30","3.89M","0.85%"
"14-05-2024","61.19","62.70","62.70","59.90","5.40M","0.07%"
"13-05-2024","61.15","62.00","62.70","61.05","7.49M","-1.24%"
"10-05-2024","61.92","61.00","61.99","61.00","11.48M","2.48%"
"09-05-2024","60.42","60.86","60.87","60.21","2.86M","-0.13%"
"08-05-2024","60.50","60.90","60.90","60.35","4.07M","-0.30%"
"07-05-2024","60.68","60.99","60.99","60.62","4.94M","-0.07%"
"06-05-2024","60.72","60.84","60.87","60.51","6.85M","0.40%"
"03-05-2024","60.48","61.27","61.27","60.26","7.10M","-0.61%"
"02-05-2024","60.85","61.20","61.20","60.76","5.06M","-0.05%"
"30-04-2024","60.88","62.21","62.21","59.90","9.87M","-0.69%"
"29-04-2024","61.30","61.65","61.65","60.30","5.11M","-0.05%"
"26-04-2024","61.33","61.38","61.49","60.90","4.52M","0.77%"
"25-04-2024","60.86","60.80","61.09","60.51","4.88M","0.21%"
"24-04-2024","60.73","60.90","61.20","60.51","4.63M","0.80%"
"23-04-2024","60.25","62.70","62.70","60.15","12.07M","-2.41%"
"22-04-2024","61.74","62.19","62.20","60.71","8.18M","-0.80%"
"19-04-2024","62.24","62.35","62.59","61.25","6.92M","0.45%"
"18-04-2024","61.96","62.18","62.18","61.71","5.07M","0.11%"
"16-04-2024","61.89","62.39","62.39","61.76","10.57M","1.08%"
"15-04-2024","61.23","62.00","62.27","61.14","13.05M","-1.10%"
"12-04-2024","61.91","61.80","61.98","61.31","9.38M","2.13%"
"10-04-2024","60.62","62.35","62.35","60.41","5.58M","0.12%"
"09-04-2024","60.55","60.63","60.65","59.93","7.06M","0.56%"
"08-04-2024","60.21","59.92","60.70","59.92","10.36M","2.00%"
"05-04-2024","59.03","60.70","62.00","58.66","9.37M","-0.25%"
"04-04-2024","59.18","59.49","59.49","59.11","6.48M","0.70%"
"03-04-2024","58.77","59.20","59.20","58.56","9.58M","0.22%"
"02-04-2024","58.64","58.45","58.70","58.23","9.27M","0.55%"
"01-04-2024","58.32","58.30","58.55","57.61","13.49M","3.02%"
"28-03-2024","56.61","57.90","57.90","56.22","5.58M","0.69%"
"27-03-2024","56.22","56.23","56.34","56.10","4.23M","-0.14%"
"26-03-2024","56.30","56.40","56.40","55.90","6.63M","0.55%"
"22-03-2024","55.99","57.00","57.00","55.90","6.61M","-1.25%"
"21-03-2024","56.70","57.40","57.69","56.32","6.21M","1.76%"
"20-03-2024","55.72","55.90","55.90","55.61","3.90M","0.20%"
"19-03-2024","55.61","56.00","56.85","55.18","4.42M","0.20%"
"18-03-2024","55.50","55.50","55.53","55.21","4.16M","-0.41%"
"15-03-2024","55.73","55.90","55.90","55.51","4.82M","-0.20%"
"14-03-2024","55.84","56.22","56.31","55.41","6.58M","0.67%"
"13-03-2024","55.47","55.70","55.70","55.41","6.14M","-0.84%"
"12-03-2024","55.94","56.20","56.20","55.81","5.36M","-0.12%"
"11-03-2024","56.01","56.19","56.32","55.58","7.63M","1.03%"
"07-03-2024","55.44","55.00","55.50","54.90","5.55M","1.32%"
"06-03-2024","54.72","54.90","54.90","54.52","5.87M","0.18%"
"05-03-2024","54.62","54.70","54.70","54.24","6.87M","1.35%"
"04-03-2024","53.89","54.00","54.16","53.23","6.32M","0.62%"
"02-03-2024","53.56","53.53","53.59","53.37","1.85M","1.25%"
"01-03-2024","52.90","53.70","53.70","52.68","3.98M","0.23%"
"29-02-2024","52.78","54.20","54.20","52.52","2.39M","0.34%"
"28-02-2024","52.60","53.12","53.12","52.36","1.98M","-0.36%"
"27-02-2024","52.79","54.30","54.30","51.60","3.94M","0.15%"
"26-02-2024","52.71","53.06","53.12","52.48","3.09M","0.51%"
"23-02-2024","52.44","52.98","53.06","52.40","3.26M","-0.53%"
"22-02-2024","52.72","52.68","52.79","52.45","1.82M","0.15%"
"21-02-2024","52.64","52.86","53.40","52.58","1.76M","0.15%"
"20-02-2024","52.56","54.20","54.20","52.45","2.53M","-0.15%"
"19-02-2024","52.64","53.90","53.90","52.37","3.21M","0.55%"
"16-02-2024","52.35","52.50","52.50","52.20","4.52M","0.35%"
"15-02-2024","52.17","52.39","52.39","52.01","4.85M","0.13%"
